transaction_id,account_id,date,type,description,merchant_category,amount,currency
TX00003370,AC000028,2023-06-13,Withdrawal,Withdrawal,,-3512.77,MXN
TX00003371,AC000028,2023-12-10,Deposit,Deposit,,2509.39,MXN
TX00003372,AC000028,2022-10-25,POS Purchase,POS - Pharmacy,Pharmacy,-293.99,MXN
TX00003373,AC000028,2022-03-15,POS Purchase,POS - Pharmacy,Pharmacy,-897.19,MXN
TX00003374,AC000028,2022-11-26,Fee,Fee,,-94.4,MXN
TX00003375,AC000028,2023-08-19,POS Purchase,POS - Online,Online,-466.12,MXN
TX00003376,AC000028,2022-08-28,Withdrawal,Withdrawal,,-962.1,MXN
TX00003377,AC000028,2023-05-15,POS Purchase,POS - Electronics,Electronics,-652.59,MXN
TX00003378,AC000028,2022-12-09,Withdrawal,Withdrawal,,-1581.04,MXN
TX00003379,AC000029,2022-11-10,Fee,Fee,,-111.3,MXN
TX00003380,AC000029,2022-08-08,Deposit,Deposit,,392.57,MXN
TX00003381,AC000029,2022-02-11,Deposit,Deposit,,6120.39,MXN
TX00003382,AC000029,2023-11-19,Deposit,Deposit,,7271.64,MXN
TX00003383,AC000029,2023-12-24,POS Purchase,POS - Electronics,Electronics,-141.7,MXN
TX00003384,AC000029,2023-11-23,POS Purchase,POS - Fuel,Fuel,-1285.46,MXN
TX00003385,AC000029,2023-02-17,Deposit,Deposit,,7159.56,MXN
TX00003386,AC000029,2023-08-05,POS Purchase,POS - Electronics,Electronics,-621.85,MXN
TX00003387,AC000029,2022-10-12,Withdrawal,Withdrawal,,-3308.62,MXN
TX00003388,AC000029,2022-05-02,Deposit,Deposit,,1928.0,MXN
TX00003389,AC000029,2022-09-23,Withdrawal,Withdrawal,,-680.01,MXN
TX00003390,AC000029,2023-06-11,Withdrawal,Withdrawal,,-160.42,MXN
TX00003391,AC000029,2022-08-24,POS Purchase,POS - Fuel,Fuel,-283.99,MXN
TX00003392,AC000029,2022-10-18,POS Purchase,POS - Restaurants,Restaurants,-110.63,MXN
TX00003393,AC000029,2022-12-18,POS Purchase,POS - Electronics,Electronics,-1084.88,MXN
TX00003394,AC000029,2023-04-17,Transfer In,Transfer In,,4582.39,MXN
TX00003395,AC000029,2023-03-28,POS Purchase,POS - Restaurants,Restaurants,-349.98,MXN
TX00003396,AC000029,2022-04-01,Withdrawal,Withdrawal,,-162.05,MXN
TX00003397,AC000029,2023-11-16,POS Purchase,POS - Online,Online,-43.79,MXN
TX00003398,AC000029,2023-03-20,Withdrawal,Withdrawal,,-738.2,MXN
TX00003399,AC000029,2023-10-08,POS Purchase,POS - Travel,Travel,-1284.62,MXN
TX00003400,AC000029,2023-04-23,POS Purchase,POS - Travel,Travel,-679.21,MXN
TX00003401,AC000029,2022-12-14,Fee,Fee,,-134.8,MXN
TX00003402,AC000029,2023-02-04,Transfer Out,Transfer Out,,-57.62,MXN
TX00003403,AC000029,2022-10-16,POS Purchase,POS - Travel,Travel,-59.33,MXN
TX00003404,AC000029,2023-05-25,Transfer Out,Transfer Out,,-2832.32,MXN
TX00003405,AC000029,2022-09-22,POS Purchase,POS - Electronics,Electronics,-938.68,MXN
TX00003406,AC000029,2022-11-04,Deposit,Deposit,,5483.55,MXN
TX00003407,AC000029,2023-03-31,POS Purchase,POS - Online,Online,-503.92,MXN
TX00003408,AC000029,2023-09-18,POS Purchase,POS - Travel,Travel,-1322.65,MXN
TX00003409,AC000029,2022-01-25,Withdrawal,Withdrawal,,-698.34,MXN
TX00003410,AC000029,2023-09-30,POS Purchase,POS - Electronics,Electronics,-439.77,MXN
TX00003411,AC000029,2023-10-28,POS Purchase,POS - Fuel,Fuel,-374.74,MXN
TX00003412,AC000029,2022-12-17,Deposit,Deposit,,3250.11,MXN
TX00003413,AC000029,2023-06-21,POS Purchase,POS - Fuel,Fuel,-373.73,MXN
TX00003414,AC000029,2023-02-15,Fee,Fee,,-126.31,MXN
TX00003415,AC000029,2022-05-24,POS Purchase,POS - Fuel,Fuel,-468.67,MXN
TX00003416,AC000029,2023-07-17,Fee,Fee,,-1.65,MXN
TX00003417,AC000029,2023-06-07,Transfer Out,Transfer Out,,-1896.09,MXN
TX00003418,AC000029,2023-04-05,Transfer Out,Transfer Out,,-1906.04,MXN
TX00003419,AC000029,2023-12-25,POS Purchase,POS - Restaurants,Restaurants,-653.52,MXN
TX00003420,AC000029,2022-08-24,Transfer Out,Transfer Out,,-1469.26,MXN
TX00003421,AC000029,2022-04-28,POS Purchase,POS - Groceries,Groceries,-159.7,MXN
TX00003422,AC000029,2023-03-08,Transfer Out,Transfer Out,,-1783.79,MXN
TX00003423,AC000029,2022-12-17,Deposit,Deposit,,1943.85,MXN
TX00003424,AC000029,2023-01-29,Withdrawal,Withdrawal,,-1146.27,MXN
TX00003425,AC000029,2023-11-13,POS Purchase,POS - Pharmacy,Pharmacy,-197.3,MXN
TX00003426,AC000029,2023-09-30,Withdrawal,Withdrawal,,-2639.4,MXN
TX00003427,AC000029,2022-12-08,Transfer Out,Transfer Out,,-735.87,MXN
TX00003428,AC000029,2022-02-20,Fee,Fee,,-74.31,MXN
TX00003429,AC000030,2022-11-30,Transfer Out,Transfer Out,,-3792.08,MXN
TX00003430,AC000030,2023-04-20,Withdrawal,Withdrawal,,-646.42,MXN
TX00003431,AC000030,2022-08-20,Deposit,Deposit,,267.5,MXN
TX00003432,AC000030,2022-12-22,POS Purchase,POS - Pharmacy,Pharmacy,-636.36,MXN
TX00003433,AC000030,2023-08-23,Deposit,Deposit,,50.91,MXN
TX00003434,AC000030,2022-11-11,POS Purchase,POS - Restaurants,Restaurants,-8.37,MXN
TX00003435,AC000030,2022-12-02,Fee,Fee,,-108.38,MXN
TX00003436,AC000030,2023-03-06,Transfer Out,Transfer Out,,-908.71,MXN
TX00003437,AC000030,2023-08-05,Deposit,Deposit,,2273.05,MXN
TX00003438,AC000030,2022-12-17,Deposit,Deposit,,2501.67,MXN
TX00003439,AC000030,2022-10-25,Fee,Fee,,-73.13,MXN
TX00003440,AC000030,2022-02-10,Withdrawal,Withdrawal,,-1806.54,MXN
TX00003441,AC000030,2023-01-14,POS Purchase,POS - Pharmacy,Pharmacy,-530.58,MXN
TX00003442,AC000030,2022-04-12,POS Purchase,POS - Pharmacy,Pharmacy,-347.97,MXN
TX00003443,AC000030,2023-01-20,Transfer Out,Transfer Out,,-794.72,MXN
TX00003444,AC000030,2023-12-04,Transfer Out,Transfer Out,,-4275.01,MXN
TX00003445,AC000030,2022-09-05,POS Purchase,POS - Groceries,Groceries,-34.07,MXN
TX00003446,AC000030,2023-03-23,Fee,Fee,,-97.57,MXN
TX00003447,AC000030,2022-07-16,Deposit,Deposit,,1950.86,MXN
TX00003448,AC000030,2022-08-18,POS Purchase,POS - Travel,Travel,-630.82,MXN
TX00003449,AC000030,2022-10-26,POS Purchase,POS - Groceries,Groceries,-117.55,MXN
TX00003450,AC000030,2023-11-17,POS Purchase,POS - Fuel,Fuel,-974.02,MXN
TX00003451,AC000030,2022-06-26,POS Purchase,POS - Groceries,Groceries,-756.88,MXN
TX00003452,AC000030,2022-10-27,Withdrawal,Withdrawal,,-642.06,MXN
TX00003453,AC000030,2022-08-02,POS Purchase,POS - Travel,Travel,-580.63,MXN
TX00003454,AC000030,2022-08-31,Transfer In,Transfer In,,4627.57,MXN
TX00003455,AC000030,2022-06-23,POS Purchase,POS - Travel,Travel,-696.56,MXN
TX00003456,AC000030,2023-06-28,Withdrawal,Withdrawal,,-2689.89,MXN
TX00003457,AC000030,2022-11-18,POS Purchase,POS - Online,Online,-216.86,MXN
TX00003458,AC000030,2023-08-17,POS Purchase,POS - Restaurants,Restaurants,-571.52,MXN
TX00003459,AC000030,2022-11-05,Withdrawal,Withdrawal,,-580.55,MXN
TX00003460,AC000030,2022-02-28,POS Purchase,POS - Fuel,Fuel,-908.48,MXN
TX00003461,AC000030,2022-07-16,Withdrawal,Withdrawal,,-568.55,MXN
TX00003462,AC000030,2023-04-24,Withdrawal,Withdrawal,,-1158.69,MXN
TX00003463,AC000030,2023-01-18,Deposit,Deposit,,6069.23,MXN
TX00003464,AC000030,2023-09-30,POS Purchase,POS - Pharmacy,Pharmacy,-1813.3,MXN
TX00003465,AC000030,2022-06-18,Transfer In,Transfer In,,94.05,MXN
TX00003466,AC000030,2023-01-19,POS Purchase,POS - Electronics,Electronics,-1701.54,MXN
TX00003467,AC000030,2023-11-11,Transfer Out,Transfer Out,,-2072.98,MXN
TX00003468,AC000030,2023-09-09,Deposit,Deposit,,1976.92,MXN
TX00003469,AC000030,2023-08-22,Transfer In,Transfer In,,4248.04,MXN
TX00003470,AC000030,2023-11-13,Deposit,Deposit,,404.68,MXN
TX00003471,AC000030,2023-08-18,POS Purchase,POS - Fuel,Fuel,-313.98,MXN
TX00003472,AC000030,2023-07-18,Withdrawal,Withdrawal,,-3163.8,MXN
TX00003473,AC000030,2023-11-07,Transfer In,Transfer In,,2575.29,MXN
TX00003474,AC000030,2023-05-22,Deposit,Deposit,,2151.48,MXN
TX00003475,AC000030,2023-06-10,Transfer In,Transfer In,,3470.22,MXN
TX00003476,AC000030,2022-02-03,Transfer Out,Transfer Out,,-1087.2,MXN
TX00003477,AC000030,2023-02-17,POS Purchase,POS - Electronics,Electronics,-805.27,MXN
TX00003478,AC000030,2023-01-04,Withdrawal,Withdrawal,,-288.47,MXN
TX00003479,AC000030,2022-04-29,POS Purchase,POS - Restaurants,Restaurants,-723.72,MXN
TX00003480,AC000030,2023-01-23,POS Purchase,POS - Fuel,Fuel,-242.87,MXN
TX00003481,AC000030,2023-05-22,POS Purchase,POS - Groceries,Groceries,-1009.74,MXN
TX00003482,AC000030,2022-11-20,Fee,Fee,,-60.84,MXN
TX00003483,AC000030,2022-08-31,Fee,Fee,,-41.46,MXN
TX00003484,AC000030,2022-05-12,Fee,Fee,,-84.59,MXN
TX00003485,AC000030,2022-05-03,POS Purchase,POS - Groceries,Groceries,-54.35,MXN
TX00003486,AC000030,2023-03-26,Transfer In,Transfer In,,3657.94,MXN
TX00003487,AC000030,2023-01-11,Deposit,Deposit,,3459.09,MXN
TX00003488,AC000030,2022-10-04,Transfer Out,Transfer Out,,-732.45,MXN
TX00003489,AC000030,2023-02-11,Fee,Fee,,-57.35,MXN
TX00003490,AC000030,2022-09-13,POS Purchase,POS - Travel,Travel,-1054.95,MXN
TX00003491,AC000030,2023-02-21,Withdrawal,Withdrawal,,-1185.4,MXN
TX00003492,AC000030,2023-10-20,Withdrawal,Withdrawal,,-3539.3,MXN
TX00003493,AC000030,2022-03-18,Withdrawal,Withdrawal,,-1281.19,MXN
TX00003494,AC000030,2022-07-01,POS Purchase,POS - Groceries,Groceries,-1237.03,MXN
TX00003495,AC000030,2022-12-17,POS Purchase,POS - Restaurants,Restaurants,-1026.88,MXN
TX00003496,AC000030,2022-07-16,POS Purchase,POS - Restaurants,Restaurants,-59.38,MXN
TX00003497,AC000030,2022-06-24,Transfer Out,Transfer Out,,-4070.7,MXN
TX00003498,AC000030,2023-07-09,Withdrawal,Withdrawal,,-155.47,MXN
TX00003499,AC000030,2023-03-24,Transfer In,Transfer In,,5095.07,MXN
TX00003500,AC000030,2022-02-02,Withdrawal,Withdrawal,,-219.32,MXN
TX00003501,AC000030,2023-02-20,POS Purchase,POS - Pharmacy,Pharmacy,-414.06,MXN
TX00003502,AC000030,2022-04-26,Transfer Out,Transfer Out,,-3413.57,MXN
TX00003503,AC000030,2023-02-15,Withdrawal,Withdrawal,,-2695.44,MXN
TX00003504,AC000030,2022-12-22,Deposit,Deposit,,3489.91,MXN
TX00003505,AC000030,2022-08-21,POS Purchase,POS - Restaurants,Restaurants,-25.33,MXN
TX00003506,AC000030,2023-09-08,Fee,Fee,,-123.36,MXN
TX00003507,AC000030,2023-11-23,Transfer Out,Transfer Out,,-1527.94,MXN
TX00003508,AC000030,2022-10-15,POS Purchase,POS - Restaurants,Restaurants,-197.98,MXN
TX00003509,AC000030,2022-07-23,POS Purchase,POS - Groceries,Groceries,-520.2,MXN
TX00003510,AC000030,2023-09-27,Fee,Fee,,-117.09,MXN
TX00003511,AC000030,2023-08-24,Transfer Out,Transfer Out,,-78.14,MXN
TX00003512,AC000030,2023-02-26,Deposit,Deposit,,1667.68,MXN
TX00003513,AC000030,2022-08-06,Deposit,Deposit,,569.13,MXN
TX00003514,AC000030,2022-06-05,Transfer Out,Transfer Out,,-291.68,MXN
TX00003515,AC000030,2023-07-23,Deposit,Deposit,,1889.22,MXN
TX00003516,AC000030,2022-04-17,POS Purchase,POS - Electronics,Electronics,-417.95,MXN
TX00003517,AC000030,2022-04-06,POS Purchase,POS - Pharmacy,Pharmacy,-660.91,MXN
TX00003518,AC000030,2023-01-30,POS Purchase,POS - Electronics,Electronics,-1297.57,MXN
TX00003519,AC000030,2023-09-23,Withdrawal,Withdrawal,,-2299.93,MXN
TX00003520,AC000030,2022-09-08,Transfer Out,Transfer Out,,-38.63,MXN
TX00003521,AC000030,2022-08-05,POS Purchase,POS - Electronics,Electronics,-36.24,MXN
TX00003522,AC000030,2022-05-11,POS Purchase,POS - Restaurants,Restaurants,-549.4,MXN
TX00003523,AC000030,2023-01-18,Deposit,Deposit,,367.59,MXN
TX00003524,AC000030,2023-11-26,POS Purchase,POS - Groceries,Groceries,-810.34,MXN
TX00003525,AC000030,2023-02-11,Transfer Out,Transfer Out,,-50.58,MXN
TX00003526,AC000030,2023-08-15,POS Purchase,POS - Groceries,Groceries,-93.99,MXN
TX00003527,AC000030,2023-11-04,POS Purchase,POS - Pharmacy,Pharmacy,-96.54,MXN
TX00003528,AC000030,2023-08-30,Withdrawal,Withdrawal,,-158.33,MXN
TX00003529,AC000030,2023-08-25,Withdrawal,Withdrawal,,-675.04,MXN
TX00003530,AC000031,2023-10-08,Withdrawal,Withdrawal,,-888.27,MXN
TX00003531,AC000031,2023-03-03,Transfer Out,Transfer Out,,-133.62,MXN
TX00003532,AC000031,2022-06-15,POS Purchase,POS - Pharmacy,Pharmacy,-833.4,MXN
TX00003533,AC000031,2022-07-19,Transfer In,Transfer In,,3211.79,MXN
TX00003534,AC000031,2022-05-27,Withdrawal,Withdrawal,,-2695.41,MXN
TX00003535,AC000031,2023-03-01,POS Purchase,POS - Travel,Travel,-689.52,MXN
TX00003536,AC000031,2023-02-25,Transfer In,Transfer In,,4018.11,MXN
TX00003537,AC000031,2023-05-15,Transfer In,Transfer In,,561.37,MXN
TX00003538,AC000031,2022-07-27,Transfer In,Transfer In,,1439.85,MXN
TX00003539,AC000031,2022-08-18,POS Purchase,POS - Restaurants,Restaurants,-1220.01,MXN
TX00003540,AC000031,2022-07-13,Deposit,Deposit,,3149.83,MXN
TX00003541,AC000031,2023-06-18,Withdrawal,Withdrawal,,-207.57,MXN
TX00003542,AC000031,2022-10-06,Transfer Out,Transfer Out,,-16.25,MXN
TX00003543,AC000031,2023-09-11,Deposit,Deposit,,2111.54,MXN
TX00003544,AC000031,2022-08-13,Transfer In,Transfer In,,2105.11,MXN
TX00003545,AC000031,2023-05-05,POS Purchase,POS - Groceries,Groceries,-630.14,MXN
TX00003546,AC000031,2022-03-06,POS Purchase,POS - Travel,Travel,-16.97,MXN
TX00003547,AC000031,2022-03-26,Fee,Fee,,-49.63,MXN
TX00003548,AC000031,2022-12-25,Fee,Fee,,-97.33,MXN
TX00003549,AC000031,2022-01-08,POS Purchase,POS - Pharmacy,Pharmacy,-978.0,MXN
TX00003550,AC000031,2023-01-01,Deposit,Deposit,,4074.02,MXN
TX00003551,AC000031,2022-07-18,Transfer Out,Transfer Out,,-2895.92,MXN
TX00003552,AC000031,2022-04-24,Fee,Fee,,-114.56,MXN
TX00003553,AC000031,2023-12-04,POS Purchase,POS - Fuel,Fuel,-215.36,MXN
TX00003554,AC000031,2022-05-07,Withdrawal,Withdrawal,,-2196.25,MXN
TX00003555,AC000031,2023-12-28,POS Purchase,POS - Groceries,Groceries,-574.96,MXN
TX00003556,AC000031,2022-06-09,Transfer Out,Transfer Out,,-4.34,MXN
TX00003557,AC000031,2022-09-29,Deposit,Deposit,,3277.17,MXN
TX00003558,AC000031,2023-12-15,POS Purchase,POS - Pharmacy,Pharmacy,-733.33,MXN
TX00003559,AC000031,2022-01-07,Transfer In,Transfer In,,5728.61,MXN
TX00003560,AC000031,2022-10-15,Fee,Fee,,-63.03,MXN
TX00003561,AC000031,2022-10-16,Withdrawal,Withdrawal,,-2098.67,MXN
TX00003562,AC000031,2023-09-12,POS Purchase,POS - Pharmacy,Pharmacy,-185.13,MXN
TX00003563,AC000031,2023-03-23,POS Purchase,POS - Groceries,Groceries,-479.41,MXN
TX00003564,AC000031,2022-03-19,Deposit,Deposit,,826.54,MXN
TX00003565,AC000031,2023-06-13,POS Purchase,POS - Restaurants,Restaurants,-612.52,MXN
TX00003566,AC000031,2023-06-22,POS Purchase,POS - Travel,Travel,-1043.4,MXN
TX00003567,AC000031,2023-12-05,POS Purchase,POS - Online,Online,-950.63,MXN
TX00003568,AC000031,2022-03-07,Transfer Out,Transfer Out,,-2580.14,MXN
TX00003569,AC000031,2022-06-07,POS Purchase,POS - Electronics,Electronics,-377.34,MXN
TX00003570,AC000031,2022-05-26,POS Purchase,POS - Online,Online,-279.57,MXN
TX00003571,AC000031,2022-02-01,Transfer In,Transfer In,,731.07,MXN
TX00003572,AC000031,2023-10-13,POS Purchase,POS - Pharmacy,Pharmacy,-1479.62,MXN
TX00003573,AC000031,2022-09-30,Transfer Out,Transfer Out,,-2634.71,MXN
TX00003574,AC000031,2023-12-04,Transfer Out,Transfer Out,,-559.99,MXN
TX00003575,AC000031,2023-10-18,Transfer Out,Transfer Out,,-3526.14,MXN
TX00003576,AC000031,2023-01-14,Withdrawal,Withdrawal,,-2187.71,MXN
TX00003577,AC000031,2023-03-04,POS Purchase,POS - Electronics,Electronics,-783.15,MXN
TX00003578,AC000031,2023-06-12,Withdrawal,Withdrawal,,-38.31,MXN
TX00003579,AC000031,2023-06-21,Transfer In,Transfer In,,2083.0,MXN
TX00003580,AC000031,2022-04-25,POS Purchase,POS - Pharmacy,Pharmacy,-832.63,MXN
TX00003581,AC000031,2023-08-10,Transfer Out,Transfer Out,,-54.81,MXN
TX00003582,AC000031,2022-12-30,Transfer Out,Transfer Out,,-739.59,MXN
TX00003583,AC000031,2023-10-02,Withdrawal,Withdrawal,,-1041.41,MXN
TX00003584,AC000031,2023-05-21,Transfer Out,Transfer Out,,-1023.33,MXN
TX00003585,AC000031,2023-08-13,POS Purchase,POS - Groceries,Groceries,-526.76,MXN
TX00003586,AC000031,2023-03-28,Fee,Fee,,-95.79,MXN
TX00003587,AC000031,2022-04-05,POS Purchase,POS - Pharmacy,Pharmacy,-73.32,MXN
TX00003588,AC000031,2022-04-14,Deposit,Deposit,,5009.89,MXN
TX00003589,AC000031,2023-02-24,Deposit,Deposit,,5942.05,MXN
TX00003590,AC000031,2022-12-24,Deposit,Deposit,,2675.65,MXN
TX00003591,AC000031,2023-09-07,Transfer In,Transfer In,,4801.73,MXN
TX00003592,AC000031,2023-09-01,Transfer Out,Transfer Out,,-2581.61,MXN
TX00003593,AC000031,2022-03-28,Transfer In,Transfer In,,2825.2,MXN
TX00003594,AC000031,2023-10-01,POS Purchase,POS - Groceries,Groceries,-153.05,MXN
TX00003595,AC000031,2022-12-06,Deposit,Deposit,,1351.15,MXN
TX00003596,AC000031,2022-05-15,Withdrawal,Withdrawal,,-253.3,MXN
TX00003597,AC000031,2022-01-01,POS Purchase,POS - Travel,Travel,-260.87,MXN
TX00003598,AC000032,2022-12-16,Withdrawal,Withdrawal,,-2159.78,MXN
TX00003599,AC000032,2022-12-13,Deposit,Deposit,,4985.8,MXN
TX00003600,AC000032,2022-08-12,Fee,Fee,,-124.51,MXN
TX00003601,AC000032,2022-07-09,POS Purchase,POS - Fuel,Fuel,-61.75,MXN
TX00003602,AC000032,2023-03-09,POS Purchase,POS - Travel,Travel,-977.33,MXN
TX00003603,AC000032,2023-05-24,Deposit,Deposit,,2749.77,MXN
TX00003604,AC000032,2023-01-28,POS Purchase,POS - Travel,Travel,-675.76,MXN
TX00003605,AC000032,2023-06-26,POS Purchase,POS - Electronics,Electronics,-581.04,MXN
TX00003606,AC000032,2022-07-17,Withdrawal,Withdrawal,,-2913.03,MXN
TX00003607,AC000032,2023-10-06,Deposit,Deposit,,4103.96,MXN
TX00003608,AC000032,2022-03-08,Deposit,Deposit,,6499.02,MXN
TX00003609,AC000032,2023-06-03,POS Purchase,POS - Online,Online,-105.47,MXN
TX00003610,AC000032,2023-05-25,Transfer In,Transfer In,,6543.95,MXN
TX00003611,AC000032,2022-04-05,Withdrawal,Withdrawal,,-1690.31,MXN
TX00003612,AC000032,2023-11-23,POS Purchase,POS - Restaurants,Restaurants,-1280.03,MXN
TX00003613,AC000032,2023-05-22,Transfer In,Transfer In,,737.62,MXN
TX00003614,AC000032,2022-02-19,POS Purchase,POS - Pharmacy,Pharmacy,-764.6,MXN
TX00003615,AC000032,2023-02-23,POS Purchase,POS - Fuel,Fuel,-1459.12,MXN
TX00003616,AC000032,2023-07-09,POS Purchase,POS - Groceries,Groceries,-619.86,MXN
TX00003617,AC000032,2023-10-26,Deposit,Deposit,,6754.4,MXN
TX00003618,AC000032,2022-04-04,POS Purchase,POS - Fuel,Fuel,-100.68,MXN
TX00003619,AC000032,2023-11-05,POS Purchase,POS - Restaurants,Restaurants,-432.29,MXN
TX00003620,AC000032,2022-11-05,POS Purchase,POS - Electronics,Electronics,-454.79,MXN
TX00003621,AC000032,2023-03-19,Fee,Fee,,-63.74,MXN
TX00003622,AC000032,2023-03-20,POS Purchase,POS - Fuel,Fuel,-215.47,MXN
TX00003623,AC000032,2023-03-07,Withdrawal,Withdrawal,,-832.22,MXN
TX00003624,AC000032,2023-01-17,POS Purchase,POS - Travel,Travel,-549.41,MXN
TX00003625,AC000032,2022-07-18,Transfer In,Transfer In,,887.24,MXN
TX00003626,AC000032,2023-03-22,POS Purchase,POS - Pharmacy,Pharmacy,-1352.09,MXN
TX00003627,AC000032,2023-04-06,Transfer In,Transfer In,,6316.73,MXN
TX00003628,AC000032,2022-08-26,POS Purchase,POS - Online,Online,-91.2,MXN
TX00003629,AC000032,2022-12-11,POS Purchase,POS - Travel,Travel,-524.29,MXN
TX00003630,AC000032,2022-12-30,POS Purchase,POS - Online,Online,-931.99,MXN
TX00003631,AC000032,2022-03-25,POS Purchase,POS - Groceries,Groceries,-568.9,MXN
TX00003632,AC000032,2023-03-17,Transfer Out,Transfer Out,,-2109.51,MXN
TX00003633,AC000032,2022-09-15,POS Purchase,POS - Fuel,Fuel,-654.73,MXN
TX00003634,AC000032,2023-08-17,POS Purchase,POS - Restaurants,Restaurants,-918.33,MXN
TX00003635,AC000032,2022-08-30,POS Purchase,POS - Electronics,Electronics,-526.06,MXN
TX00003636,AC000032,2022-11-11,Deposit,Deposit,,536.5,MXN
TX00003637,AC000032,2022-03-13,Withdrawal,Withdrawal,,-440.36,MXN
TX00003638,AC000032,2023-09-04,Fee,Fee,,-41.75,MXN
TX00003639,AC000032,2022-11-09,Withdrawal,Withdrawal,,-1009.9,MXN
TX00003640,AC000032,2022-11-08,POS Purchase,POS - Online,Online,-931.45,MXN
TX00003641,AC000032,2022-02-14,Fee,Fee,,-102.62,MXN
TX00003642,AC000032,2022-03-12,Withdrawal,Withdrawal,,-1470.12,MXN
TX00003643,AC000032,2023-11-17,Deposit,Deposit,,475.36,MXN
TX00003644,AC000032,2023-01-22,Transfer Out,Transfer Out,,-1333.78,MXN
TX00003645,AC000032,2022-12-31,Fee,Fee,,-36.23,MXN
TX00003646,AC000032,2023-07-17,Transfer In,Transfer In,,5962.61,MXN
TX00003647,AC000032,2022-04-18,Deposit,Deposit,,1659.58,MXN
TX00003648,AC000032,2022-09-12,Transfer Out,Transfer Out,,-1305.86,MXN
TX00003649,AC000032,2022-07-18,Deposit,Deposit,,4668.72,MXN
TX00003650,AC000032,2023-03-03,Withdrawal,Withdrawal,,-2076.3,MXN
TX00003651,AC000032,2022-03-23,Withdrawal,Withdrawal,,-2595.43,MXN
TX00003652,AC000032,2022-05-13,POS Purchase,POS - Travel,Travel,-120.9,MXN
TX00003653,AC000032,2023-10-23,Withdrawal,Withdrawal,,-3030.38,MXN
TX00003654,AC000032,2023-02-27,Deposit,Deposit,,500.49,MXN
TX00003655,AC000032,2022-04-04,POS Purchase,POS - Fuel,Fuel,-995.22,MXN
TX00003656,AC000032,2022-10-30,Deposit,Deposit,,46.3,MXN
TX00003657,AC000032,2022-05-01,Transfer Out,Transfer Out,,-2034.02,MXN
TX00003658,AC000032,2022-01-30,Deposit,Deposit,,4866.29,MXN
TX00003659,AC000032,2023-06-13,Deposit,Deposit,,5902.39,MXN
TX00003660,AC000032,2022-01-27,Withdrawal,Withdrawal,,-672.76,MXN
TX00003661,AC000032,2023-11-29,POS Purchase,POS - Pharmacy,Pharmacy,-246.41,MXN
TX00003662,AC000032,2022-03-24,Fee,Fee,,-94.4,MXN
TX00003663,AC000032,2023-09-26,POS Purchase,POS - Electronics,Electronics,-38.47,MXN
TX00003664,AC000032,2023-09-10,Deposit,Deposit,,1155.05,MXN
TX00003665,AC000032,2023-12-26,POS Purchase,POS - Fuel,Fuel,-1036.26,MXN
TX00003666,AC000032,2022-10-14,POS Purchase,POS - Pharmacy,Pharmacy,-492.93,MXN
TX00003667,AC000032,2022-09-12,POS Purchase,POS - Groceries,Groceries,-312.78,MXN
TX00003668,AC000032,2023-04-29,Deposit,Deposit,,3758.15,MXN
TX00003669,AC000032,2022-08-09,Deposit,Deposit,,2322.7,MXN
TX00003670,AC000032,2022-09-15,POS Purchase,POS - Online,Online,-1281.88,MXN
TX00003671,AC000032,2023-03-11,POS Purchase,POS - Travel,Travel,-566.28,MXN
TX00003672,AC000032,2022-01-08,Transfer In,Transfer In,,2851.14,MXN
TX00003673,AC000032,2022-02-09,Withdrawal,Withdrawal,,-1099.95,MXN
TX00003674,AC000032,2022-12-22,POS Purchase,POS - Online,Online,-1871.14,MXN
TX00003675,AC000032,2022-01-12,Deposit,Deposit,,4604.2,MXN
TX00003676,AC000032,2023-04-03,Fee,Fee,,-116.35,MXN
TX00003677,AC000032,2022-06-10,Deposit,Deposit,,1016.48,MXN
TX00003678,AC000032,2022-08-23,Withdrawal,Withdrawal,,-495.15,MXN
TX00003679,AC000032,2023-10-25,POS Purchase,POS - Restaurants,Restaurants,-1318.57,MXN
TX00003680,AC000032,2022-04-27,Transfer Out,Transfer Out,,-1684.47,MXN
TX00003681,AC000032,2022-06-28,POS Purchase,POS - Electronics,Electronics,-1200.72,MXN
TX00003682,AC000032,2022-10-04,Withdrawal,Withdrawal,,-652.85,MXN
TX00003683,AC000032,2023-03-20,POS Purchase,POS - Restaurants,Restaurants,-108.06,MXN
TX00003684,AC000032,2022-09-04,POS Purchase,POS - Fuel,Fuel,-470.51,MXN
TX00003685,AC000032,2023-09-15,POS Purchase,POS - Electronics,Electronics,-294.34,MXN
TX00003686,AC000032,2022-10-28,POS Purchase,POS - Restaurants,Restaurants,-1250.21,MXN
TX00003687,AC000032,2022-06-25,POS Purchase,POS - Restaurants,Restaurants,-296.34,MXN
TX00003688,AC000032,2022-01-16,Transfer In,Transfer In,,2340.12,MXN
TX00003689,AC000032,2022-01-31,POS Purchase,POS - Restaurants,Restaurants,-1008.7,MXN
TX00003690,AC000032,2022-08-03,Deposit,Deposit,,2644.85,MXN
TX00003691,AC000032,2023-12-21,Fee,Fee,,-45.97,MXN
TX00003692,AC000032,2022-07-06,Withdrawal,Withdrawal,,-1617.9,MXN
TX00003693,AC000032,2022-02-12,Transfer Out,Transfer Out,,-2263.06,MXN
TX00003694,AC000032,2022-09-13,Withdrawal,Withdrawal,,-686.64,MXN
