card_tx_id,card_id,date,merchant_category,amount_mxn,currency,card_program_variant
CCT00000911,CC0000008,2022-03-21,Electronics,-647.84,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001023,CC0000008,2022-03-23,Fuel,-885.3,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001065,CC0000008,2022-03-24,Travel,-1223.61,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000890,CC0000008,2022-03-25,Refund,194.6,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001025,CC0000008,2022-03-26,Groceries,-670.96,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000995,CC0000008,2022-03-27,Refund,912.14,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000931,CC0000008,2022-03-28,Pharmacy,-108.68,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001048,CC0000008,2022-03-28,Online,-747.23,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001072,CC0000008,2022-04-01,Travel,-1595.86,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000951,CC0000008,2022-04-04,Restaurants,-768.59,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000907,CC0000008,2022-04-06,Restaurants,-688.25,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000940,CC0000008,2022-04-06,Pharmacy,-1271.22,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000880,CC0000008,2022-04-08,Travel,-1511.98,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000942,CC0000008,2022-04-13,Fuel,-1129.18,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000892,CC0000008,2022-04-17,Pharmacy,-26.57,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000930,CC0000008,2022-04-17,Pharmacy,-1365.43,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000956,CC0000008,2022-04-23,Travel,-468.22,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001019,CC0000008,2022-04-27,Travel,-1411.44,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000986,CC0000008,2022-04-28,Restaurants,-39.06,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000968,CC0000008,2022-05-09,Groceries,-1205.3,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000904,CC0000008,2022-05-13,Electronics,-806.8,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001029,CC0000008,2022-05-17,Pharmacy,-1009.46,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000915,CC0000008,2022-05-20,Travel,-1157.67,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000888,CC0000008,2022-05-21,Fuel,-443.79,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000902,CC0000008,2022-05-23,Restaurants,-552.4,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000947,CC0000008,2022-05-29,Refund,1974.24,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000937,CC0000008,2022-05-31,Restaurants,-1419.94,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001002,CC0000008,2022-06-01,Travel,-88.83,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001057,CC0000008,2022-06-02,Travel,-284.02,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000919,CC0000008,2022-06-03,Groceries,-1202.66,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000998,CC0000008,2022-06-08,Fuel,-966.36,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001024,CC0000008,2022-06-14,Pharmacy,-1257.42,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001071,CC0000008,2022-06-14,Travel,-445.31,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000952,CC0000008,2022-06-16,Electronics,-696.82,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000895,CC0000008,2022-06-20,Refund,773.03,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000957,CC0000008,2022-06-21,Restaurants,-637.91,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001009,CC0000008,2022-06-21,Electronics,-1144.41,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001030,CC0000008,2022-06-28,Pharmacy,-1124.54,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000916,CC0000008,2022-06-30,Groceries,-175.12,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001079,CC0000008,2022-06-30,Travel,-985.57,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001034,CC0000008,2022-07-03,Online,-1130.29,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000882,CC0000008,2022-07-11,Travel,-643.56,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001014,CC0000008,2022-07-15,Groceries,-2013.51,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000950,CC0000008,2022-07-16,Restaurants,-881.44,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000973,CC0000008,2022-07-22,Restaurants,-350.35,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000992,CC0000008,2022-07-24,Online,-733.26,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000971,CC0000008,2022-07-25,Fuel,-827.84,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000877,CC0000008,2022-07-26,Refund,297.29,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000984,CC0000008,2022-07-26,Groceries,-278.24,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000949,CC0000008,2022-07-28,Electronics,-1540.57,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001005,CC0000008,2022-07-31,Restaurants,-888.9,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001006,CC0000008,2022-07-31,Fuel,-427.01,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000879,CC0000008,2022-08-12,Travel,-87.95,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001007,CC0000008,2022-08-12,Restaurants,-159.57,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000970,CC0000008,2022-08-13,Pharmacy,-850.01,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001021,CC0000008,2022-08-22,Pharmacy,-1570.99,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000935,CC0000008,2022-08-23,Travel,-157.52,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001054,CC0000008,2022-08-25,Travel,-375.35,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000991,CC0000008,2022-08-28,Electronics,-1683.62,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000925,CC0000008,2022-09-04,Pharmacy,-1523.84,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001078,CC0000008,2022-09-05,Restaurants,-992.9,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000958,CC0000008,2022-09-10,Restaurants,-898.67,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000896,CC0000008,2022-09-17,Fuel,-999.1,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000897,CC0000008,2022-09-20,Refund,651.92,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001080,CC0000008,2022-09-21,Online,-113.75,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001050,CC0000008,2022-09-25,Online,-1056.93,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000959,CC0000008,2022-10-04,Pharmacy,-1315.53,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000994,CC0000008,2022-10-04,Groceries,-226.4,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001075,CC0000008,2022-10-11,Restaurants,-263.98,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000936,CC0000008,2022-10-14,Online,-366.15,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001003,CC0000008,2022-10-18,Travel,-217.55,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000898,CC0000008,2022-10-25,Fuel,-1602.79,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000929,CC0000008,2022-10-28,Restaurants,-1178.05,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000939,CC0000008,2022-11-04,Travel,-900.88,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001012,CC0000008,2022-11-07,Groceries,-1408.81,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000965,CC0000008,2022-11-09,Pharmacy,-646.74,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000881,CC0000008,2022-11-14,Travel,-1438.73,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000974,CC0000008,2022-11-14,Restaurants,-671.39,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001082,CC0000008,2022-11-18,Online,-1292.14,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001059,CC0000008,2022-11-29,Online,-805.93,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000993,CC0000008,2022-12-02,Electronics,-639.0,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000893,CC0000008,2022-12-05,Electronics,-423.08,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000899,CC0000008,2022-12-09,Travel,-520.99,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001063,CC0000008,2022-12-09,Groceries,-503.07,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001069,CC0000008,2022-12-11,Groceries,-920.39,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001011,CC0000008,2022-12-17,Online,-1230.94,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001076,CC0000008,2022-12-19,Groceries,-1050.06,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001062,CC0000008,2022-12-20,Online,-1464.6,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001052,CC0000008,2022-12-23,Pharmacy,-1710.55,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000941,CC0000008,2023-01-01,Pharmacy,-1533.36,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000926,CC0000008,2023-01-04,Electronics,-1478.08,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000920,CC0000008,2023-01-05,Online,-388.5,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001067,CC0000008,2023-01-19,Groceries,-1483.1,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000977,CC0000008,2023-01-20,Travel,-515.7,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000922,CC0000008,2023-01-24,Restaurants,-88.37,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001017,CC0000008,2023-01-28,Pharmacy,-60.55,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001053,CC0000008,2023-01-30,Fuel,-1455.46,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001074,CC0000008,2023-02-03,Travel,-2156.62,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000883,CC0000008,2023-02-04,Electronics,-696.9,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001044,CC0000008,2023-02-10,Fuel,-727.28,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000969,CC0000008,2023-02-11,Fuel,-955.98,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000884,CC0000008,2023-02-18,Travel,-1180.09,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000964,CC0000008,2023-02-18,Groceries,-678.82,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000891,CC0000008,2023-02-22,Groceries,-475.0,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000989,CC0000008,2023-02-27,Online,-373.76,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001015,CC0000008,2023-03-02,Fuel,-1027.38,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000887,CC0000008,2023-03-08,Pharmacy,-301.83,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001066,CC0000008,2023-03-16,Restaurants,-129.97,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000999,CC0000008,2023-03-24,Electronics,-3.81,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000878,CC0000008,2023-04-02,Groceries,-1182.5,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000894,CC0000008,2023-04-09,Electronics,-112.76,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000905,CC0000008,2023-04-09,Pharmacy,-180.7,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000979,CC0000008,2023-04-18,Restaurants,-117.51,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000909,CC0000008,2023-04-20,Fuel,-4.86,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001027,CC0000008,2023-04-21,Electronics,-1643.36,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001041,CC0000008,2023-04-22,Travel,-162.17,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001033,CC0000008,2023-04-23,Travel,-895.38,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000932,CC0000008,2023-04-30,Fuel,-166.06,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001046,CC0000008,2023-05-04,Electronics,-1112.91,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001045,CC0000008,2023-05-11,Restaurants,-199.29,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001037,CC0000008,2023-05-21,Pharmacy,-853.19,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000912,CC0000008,2023-06-03,Refund,1183.56,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001047,CC0000008,2023-06-03,Pharmacy,-1055.53,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000983,CC0000008,2023-06-07,Travel,-90.23,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001055,CC0000008,2023-06-11,Restaurants,-1665.44,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000948,CC0000008,2023-06-14,Travel,-48.71,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000945,CC0000008,2023-06-21,Online,-675.52,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000889,CC0000008,2023-06-24,Online,-1427.5,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000910,CC0000008,2023-06-24,Pharmacy,-1375.6,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000901,CC0000008,2023-06-25,Fuel,-1973.03,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000886,CC0000008,2023-06-28,Pharmacy,-97.27,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000921,CC0000008,2023-07-03,Restaurants,-371.91,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000960,CC0000008,2023-07-06,Pharmacy,-209.33,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001032,CC0000008,2023-07-12,Online,-665.04,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001008,CC0000008,2023-07-16,Travel,-216.18,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001016,CC0000008,2023-07-20,Electronics,-1438.14,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001060,CC0000008,2023-07-26,Electronics,-141.93,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001064,CC0000008,2023-07-29,Restaurants,-418.16,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000967,CC0000008,2023-07-30,Pharmacy,-234.54,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001026,CC0000008,2023-08-03,Restaurants,-397.28,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000985,CC0000008,2023-08-04,Pharmacy,-1476.47,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001068,CC0000008,2023-08-06,Pharmacy,-648.0,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001036,CC0000008,2023-08-07,Pharmacy,-2056.14,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000923,CC0000008,2023-08-12,Online,-1371.32,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000946,CC0000008,2023-08-12,Electronics,-802.89,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000885,CC0000008,2023-08-13,Electronics,-1430.07,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000906,CC0000008,2023-08-15,Pharmacy,-253.07,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001013,CC0000008,2023-08-15,Groceries,-561.02,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000908,CC0000008,2023-08-16,Pharmacy,-393.79,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001001,CC0000008,2023-08-21,Online,-1451.3,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000988,CC0000008,2023-08-28,Restaurants,-1259.72,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001081,CC0000008,2023-08-28,Restaurants,-810.07,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001022,CC0000008,2023-09-04,Fuel,-1248.29,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001051,CC0000008,2023-09-04,Online,-384.75,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001040,CC0000008,2023-09-07,Restaurants,-945.37,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000997,CC0000008,2023-09-09,Refund,1190.69,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000972,CC0000008,2023-09-10,Pharmacy,-154.1,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000987,CC0000008,2023-09-13,Travel,-262.57,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000975,CC0000008,2023-09-14,Fuel,-476.01,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000924,CC0000008,2023-09-15,Electronics,-1030.53,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001010,CC0000008,2023-09-17,Groceries,-615.56,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000944,CC0000008,2023-09-20,Travel,-210.23,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001031,CC0000008,2023-09-22,Groceries,-819.53,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000962,CC0000008,2023-09-25,Travel,-188.64,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001038,CC0000008,2023-10-02,Restaurants,-609.25,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000953,CC0000008,2023-10-04,Electronics,-461.69,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000978,CC0000008,2023-10-14,Refund,874.01,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001004,CC0000008,2023-10-14,Online,-313.46,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000982,CC0000008,2023-10-22,Restaurants,-304.91,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001043,CC0000008,2023-11-03,Restaurants,-636.84,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001049,CC0000008,2023-11-04,Travel,-458.61,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001018,CC0000008,2023-11-05,Travel,-485.59,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000913,CC0000008,2023-11-07,Pharmacy,-1556.46,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000963,CC0000008,2023-11-12,Electronics,-85.68,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000938,CC0000008,2023-11-20,Electronics,-591.54,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000980,CC0000008,2023-11-20,Online,-241.08,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000918,CC0000008,2023-11-23,Restaurants,-1281.51,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000981,CC0000008,2023-11-25,Restaurants,-250.75,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000990,CC0000008,2023-11-28,Travel,-1260.5,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000928,CC0000008,2023-12-03,Electronics,-498.92,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001073,CC0000008,2023-12-04,Refund,1939.72,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000934,CC0000008,2023-12-08,Pharmacy,-353.87,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001042,CC0000008,2023-12-11,Online,-670.11,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000900,CC0000008,2023-12-16,Fuel,-225.0,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00000976,CC0000008,2023-12-25,Electronics,-619.47,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001028,CC0000008,2023-12-27,Restaurants,-650.26,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001119,CC0000009,2022-01-08,Pharmacy,-1177.9,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001180,CC0000009,2022-01-14,Online,-777.65,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001153,CC0000009,2022-01-24,Electronics,-604.34,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001182,CC0000009,2022-01-26,Fuel,-1122.59,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001155,CC0000009,2022-01-30,Restaurants,-526.0,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001170,CC0000009,2022-02-06,Pharmacy,-451.31,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00001158,CC0000009,2022-02-12,Groceries,-558.29,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
